id,title,repo,suggested_files,context_summary,acceptance_hints,blocker_reason
T-I06-004,Rollback procedure documentado,guardiao-familia-api,guardiao-familia-api/infra/terraform/environments;guardiao-familia-api/docs/runbooks;guardiao-familia-api/.env.example,"**Objetivo:** Rollback procedure documentado **Épico:** E-I06 Ambientes staging e produção · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.",Entregável em markdown no repo; linkar no PR.,
T-I06-005,Load test staging 1k famílias,guardiao-familia-api,guardiao-familia-api/infra/terraform/environments;guardiao-familia-api/docs/runbooks;guardiao-familia-api/.env.example;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e,"**Objetivo:** Load test staging 1k famílias **Épico:** E-I06 Ambientes staging e produção · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I03-002,Metrics custom SOS latency,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows;guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/components/sos,"**Objetivo:** Metrics custom SOS latency **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 3** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I03-004,Alertas PagerDuty/on-call,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows;guardiao-familia-api/sentry.config.js,"**Objetivo:** Alertas PagerDuty/on-call **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 3** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I03-005,Tracing OpenTelemetry API,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows,"**Objetivo:** Tracing OpenTelemetry API **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 3** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I03-006,SLO error rate API 99.5%,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows,"**Objetivo:** SLO error rate API 99.5% **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 3** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-004,Atualizar RIPD com SOS áudio,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd;guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/components/sos,"**Objetivo:** Atualizar RIPD com SOS áudio **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-005,Atualizar ROPA localização contínua,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Atualizar ROPA localização contínua **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-006,Incident response drill Q3,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Incident response drill Q3 **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I05-001,WAF ALB rules OWASP,guardiao-familia-api,guardiao-familia-api/infra/terraform/waf;guardiao-familia-api/infra/secrets;guardiao-familia-api/src/config;guardiao-familia-api/infra/terraform;guardiao-familia-api/terraform/modules,"**Objetivo:** WAF ALB rules OWASP **Épico:** E-I05 Segurança, secrets e WAF · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I05-002,Rotate secrets quarterly,guardiao-familia-api,guardiao-familia-api/infra/terraform/waf;guardiao-familia-api/infra/secrets;guardiao-familia-api/src/config;guardiao-familia-api/infra/terraform;guardiao-familia-api/terraform/modules;guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/components/map,"**Objetivo:** Rotate secrets quarterly **Épico:** E-I05 Segurança, secrets e WAF · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I05-003,IAM least privilege ECS tasks,guardiao-familia-api,guardiao-familia-api/infra/terraform/waf;guardiao-familia-api/infra/secrets;guardiao-familia-api/src/config;guardiao-familia-api/infra/terraform;guardiao-familia-api/terraform/modules,"**Objetivo:** IAM least privilege ECS tasks **Épico:** E-I05 Segurança, secrets e WAF · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-001,Infra: NAT Gateway HA cost review,guardiao-familia-api,guardiao-familia-api/infra/terraform;guardiao-familia-api/terraform/ecs;guardiao-familia-api/docker;guardiao-familia-api/docs/runbooks,"**Objetivo:** Infra: NAT Gateway HA cost review **Épico:** E-I01 AWS ECS Fargate foundation · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 1** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-002,Infra: Fargate Spot mix staging,guardiao-familia-api,guardiao-familia-api/infra/terraform;guardiao-familia-api/terraform/ecs;guardiao-familia-api/docker;guardiao-familia-api/docs/runbooks;guardiao-familia-api/terraform/modules,"**Objetivo:** Infra: Fargate Spot mix staging **Épico:** E-I01 AWS ECS Fargate foundation · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 1** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-003,Infra: OIDC GitHub Actions AWS role,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json;guardiao-familia-api/scripts/ci,"**Objetivo:** Infra: OIDC GitHub Actions AWS role **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-004,Infra: Branch protection rules 6 repos,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json,"**Objetivo:** Infra: Branch protection rules 6 repos **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-005,Infra: Log retention 90d compliance,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows;guardiao-familia-api/src/compliance;guardiao-familia-api/docs/lgpd;guardiao-familia-api/privacy,"**Objetivo:** Infra: Log retention 90d compliance **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 3** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-006,Infra: Connection pool tuning API,guardiao-familia-api,guardiao-familia-api/src/migrations;guardiao-familia-api/src/database;guardiao-familia-api/prisma;guardiao-familia-api/docker-compose.yml,"**Objetivo:** Infra: Connection pool tuning API **Épico:** E-I04 PostgreSQL, Redis e migrations · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-007,Infra: Security group least ingress,guardiao-familia-api,guardiao-familia-api/infra/terraform/waf;guardiao-familia-api/infra/secrets;guardiao-familia-api/src/config,"**Objetivo:** Infra: Security group least ingress **Épico:** E-I05 Segurança, secrets e WAF · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I07-008,Infra: Blue/green deploy ECS eval,guardiao-familia-api,guardiao-familia-api/infra/terraform/environments;guardiao-familia-api/docs/runbooks;guardiao-familia-api/.env.example;guardiao-familia-api/infra/terraform;guardiao-familia-api/terraform/modules;guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/ci,"**Objetivo:** Infra: Blue/green deploy ECS eval **Épico:** E-I06 Ambientes staging e produção · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
